	Hip	V	RA (deg)	Dec (deg)	Par(mas)	B-V	M_V	Sp
 	65557	6.87	201.61025076	-34.00961366	17.6	3.1	0.94	

 	65574	8.77	201.66571598	-24.29319925	32.95	6.36	0.92	

 	65595	5.74	201.73841524	78.64379561	11.15	0.98	0.77	

 	65602	8.72	201.76299862	-24.2902946	34.38	6.4	0.91	

 	65603	6.64	201.76959752	64.73544104	14.83	2.5	0.38	

 	65613	7.01	201.79432816	64.71945155	15.3	2.93	0.41	

 	65640	8.76	201.86406148	35.72696301	36.27	6.56	1.0	

 	65708	7.44	202.07740683	-0.83920302	21.79	4.13	0.65	

 	65714	11.23	202.08746	-2.35910065	70.62	10.47	1.54	

 	65721	4.97	202.10812668	13.78018777	55.22	3.68	0.71	

 	65728	5.4	202.1132421	59.94570301	13.79	1.1	-0.01	

 	65737	7.2	202.12792554	-27.39236296	28.02	4.44	0.58	

 	65754	6.42	202.1908188	50.71875065	12.87	1.97	0.4	

 	65808	7.26	202.33858618	-35.57082252	30.29	4.67	0.72	

 	65859	9.05	202.49632115	10.37977331	131.12	9.64	1.49	

 	65892	6.1	202.60707597	-6.47029456	18.47	2.43	0.34	

 	65971	8.07	202.89088869	58.95286729	22.19	4.8	0.58	

 	66047	7.17	203.10639192	-47.27105993	26.3	4.27	0.6	

 	66060	6.45	203.14383052	-29.56528224	21.17	3.08	0.44	

 	66065	5.69	203.14984195	-28.6927144	15.25	1.61	0.04	

 	66074	10.25	203.17503409	75.00676966	27.88	7.48	1.29	

 	66115	7.35	203.29772734	-8.4434635	31.04	4.81	0.62	

 	66139	6.65	203.37290622	-43.42273414	25.54	3.69	0.47	

 	66147	7.98	203.38624617	8.58653437	54.15	6.65	1.03	

 	66193	9.19	203.51424356	33.22760202	43.66	7.39	1.08	

 	66198	5.6	203.53052101	55.34844976	11.77	0.95	-0.01	

 	66200	4.92	203.5329387	3.65902506	17.79	1.17	0.03	

 	66219	9.41	203.57953231	-36.52372051	28.97	6.72	1.02	

 	66222	9.95	203.58921648	4.66770016	48.78	8.39	1.39	

 	66223	6.37	203.59104226	38.7892093	14.64	2.2	0.24	

 	66230	7.53	203.60720975	-59.51189167	18.44	3.86	0.64	

 	66234	4.68	203.61405606	49.01590606	17.12	0.85	0.13	

 	66238	7.29	203.63464665	-38.90625631	33.08	4.89	0.67	

 	66249	3.38	203.673978	-0.59593821	44.55	1.62	0.11	

 	66252	9.24	203.68072978	-8.34181579	50.54	7.76	1.21	

 	66257	4.91	203.69894294	37.18243871	22.46	1.67	0.4	

 	66322	7.11	203.88221758	-22.02446468	20.14	3.63	0.48	

 	66367	7.05	204.06157456	-0.93085852	20.25	3.58	0.53	

 	66386	8.19	204.16730898	75.90900846	17.43	4.4	0.67	

 	66459	9.06	204.36891163	35.71790527	91.72	8.87	1.39	

 	66530	8.19	204.55743485	-23.68919964	20.57	4.76	0.65	

 	66625	10.24	204.85057431	46.18554364	75.43	9.63	1.37	

 	66634	5.46	204.87741499	52.92107136	19.27	1.88	0.11	

 	66675	9.61	205.03065332	-4.18727591	68.8	8.8	1.38	

 	66681	5.79	205.04500863	-64.57655426	14.44	1.59	0.4	

 	66704	6.31	205.09728108	50.51927223	39.64	4.3	0.54	

 	66712	7.73	205.12352832	32.83590099	20.19	4.26	0.56	

 	66753	5.56	205.23406365	-85.78599228	12.71	1.08	0.18	

 	66754	8.46	205.2349718	-54.81976225	22.95	5.26	0.65	

 	66765	6.92	205.26677306	-34.46375217	64.08	5.95	0.85	

 	66781	7.77	205.30592914	56.72700106	42.12	5.89	0.83	

 	66798	5.85	205.37423739	64.82243969	14.74	1.69	0.07	

 	66814	9.14	205.42792916	-62.173808	23.62	6.01	0.92	

 	66840	9.76	205.48243094	-0.12809907	42.19	7.89	1.29	

 	66860	6.16	205.55409628	8.38860602	27.96	3.39	0.42	

 	66886	9.24	205.60917973	-1.68589553	41.22	7.32	1.19	

 	66903	5.91	205.66409991	78.06432575	10.24	0.96	1.0	

 	66919	8.55	205.72101933	66.45515329	16.89	4.69	0.55	

 	66954	9.23	205.84587262	39.24933115	36.27	7.03	1.1	

 	67023	7.93	206.02762237	65.03544055	16.4	4.0	0.46	

 	67031	9.12	206.05384471	-8.48829668	24.8	6.09	0.87	

 	67069	6.9	206.18584081	-14.22476017	30.87	4.35	0.54	

 	67090	9.79	206.27001884	17.78989211	76.7	9.21	1.42	

 	67092	10.54	206.27264197	-4.62010875	38.97	8.49	1.34	

 	67103	6.47	206.3045979	55.88022143	29.74	3.84	0.49	

 	67105	8.47	206.31148455	8.83620856	47.63	6.86	1.05	

 	67109	7.96	206.32941879	68.999325	22.67	4.74	0.55	

 	67125	6.76	206.36436765	-48.79172929	17.64	2.99	0.54	

 	67153	4.23	206.42319432	-33.04336606	51.91	2.81	0.39	

 	67164	11.81	206.46209637	-17.96688325	87.73	11.53	1.54	

 	67194	5.88	206.5568062	41.08884885	19.48	2.33	0.21	

 	67195	6.51	206.55795304	30.89724773	22.26	3.25	0.49	

 	67237	8.64	206.67536714	-56.84966245	27.76	5.86	0.86	

 	67246	6.33	206.73925975	6.35064241	32.66	3.9	0.63	

 	67275	4.5	206.81681937	17.45677436	64.12	3.53	0.51	

 	67282	8.7	206.83917715	-8.50252536	28.76	5.99	0.8	

 	67292	5.92	206.86493683	-50.24932136	16.64	2.03	0.28	

 	67301	1.85	206.8856088	49.31330288	32.39	-0.6	-0.1	

 	67344	8.32	207.04254025	-10.78873881	31.78	5.83	0.83	

 	67389	6.73	207.17429224	-37.12740177	21.69	3.41	0.43	

 	67438	6.95	207.31897885	-40.51640886	17.63	3.18	0.38	

 	67458	7.92	207.36338145	-26.34958539	23.06	4.73	0.71	

 	67470	6.66	207.40063124	13.01023955	17.51	2.88	0.49	

 	67493	8.15	207.46357016	14.88428356	22.86	4.95	0.59	

 	67548	6.45	207.61569712	58.53942814	12.12	1.87	0.09	

 	67589	6.39	207.74749152	68.31544168	10.52	1.5	1.18	

 	67590	6.88	207.74915118	53.29041959	16.79	3.01	0.47	

 	67601	9.53	207.77541133	-53.73483795	37.12	7.38	1.11	

 	67620	6.43	207.83625055	-24.38977243	50.2	4.93	0.7	

 	67648	6.34	207.90240126	-36.43300247	16.69	2.45	0.48	

 	67655	7.97	207.91996891	-57.43465194	40.02	5.98	0.66	

 	67691	8.82	207.99842411	49.95124696	71.39	8.09	1.32	

 	67818	7.43	208.38610346	52.11106797	15.42	3.37	0.45	

 	67842	10.63	208.44963262	78.85160984	41.25	8.71	1.42	

 	67904	7.89	208.61696153	20.64196507	30.2	5.29	0.69	

 	67918	6.83	208.66014266	-34.59734987	18.95	3.22	0.41	

 	67921	7.45	208.66218071	37.06532939	19.0	3.84	0.45	

 	67986	8.33	208.83852359	-76.27065822	37.5	6.2	0.91	

 	68030	6.16	208.9590356	14.05648068	41.28	4.24	0.52	

 	68066	8.37	209.04447259	48.36156754	17.14	4.54	0.71	

 	68076	8.45	209.07486196	66.9445952	22.52	5.21	0.77	

 	68085	7.59	209.10522279	65.35143992	18.56	3.93	0.66	

 	68101	6.0	209.1374403	-54.70411568	26.24	3.09	0.78	

 	68134	7.65	209.22920557	44.28251174	22.47	4.41	0.61	

 	68160	8.53	209.31811449	23.36270558	26.17	5.62	0.82	

 	68162	7.54	209.32291295	-56.03983839	22.54	4.3	0.59	

 	68184	6.49	209.38373744	61.4923353	98.97	6.47	1.04	

 	68273	8.16	209.65429453	-34.00055067	27.46	5.35	0.69	

 	68337	9.05	209.83127021	22.86971986	41.97	7.16	1.16	

 	68348	7.39	209.8652139	-5.4233768	20.78	3.98	0.49	

 	68390	5.77	210.00102545	-25.01017978	17.43	1.98	0.48	

 	68403	10.27	210.04646287	44.81129351	34.15	7.94	1.3	

 	68434	6.73	210.15048079	-26.26603193	22.8	3.52	0.47	

 	68455	5.96	210.21922701	-66.26885149	13.01	1.53	0.35	

 	68469	9.71	210.26529157	-2.65632082	98.26	9.67	1.46	

 	68593	7.16	210.63209478	31.66083402	26.87	4.31	0.56	

 	68634	7.12	210.73708244	14.97533537	38.28	5.03	0.74	

 	68707	6.24	210.98234323	4.90097991	15.91	2.25	0.41	

 	68736	7.0	211.05130977	-41.81241692	18.15	3.29	0.49	

 	68783	8.52	211.18014458	4.77891258	22.97	5.33	0.67	

 	68785	6.95	211.19141977	25.81801332	22.98	3.76	0.48	

 	68792	7.58	211.21576106	58.86746059	20.94	4.18	0.64	

 	68796	8.21	211.23914425	74.5733615	22.84	5.0	0.59	

 	68933	2.06	211.67218608	-36.36869575	53.52	0.7	1.01	

 	68936	8.35	211.67299713	-5.51811053	26.14	5.44	0.83	

 	69040	6.8	211.98560122	48.21084198	19.65	3.27	0.37	

 	69075	9.5	212.08999978	-52.28741299	28.79	6.8	0.94	

 	69090	6.02	212.11544595	-74.85072342	34.87	3.73	0.58	

 	69178	6.87	212.40487983	15.62170325	18.19	3.17	0.44	

 	69191	4.74	212.47898599	-53.43872584	17.93	1.01	0.94	

 	69226	4.82	212.59978522	25.09182293	27.27	2.0	0.54	

 	69230	8.55	212.61216671	27.63270776	20.58	5.12	0.65	

 	69298	6.07	212.75805146	-69.71926784	13.6	1.74	0.19	

 	69303	10.31	212.77298892	73.34732383	33.01	7.9	1.26	

 	69322	7.88	212.82241534	54.40922813	17.36	4.08	0.65	

 	69340	6.42	212.88032541	1.36232319	21.78	3.11	0.48	

 	69357	7.93	212.94302002	-12.61132994	43.35	6.11	0.86	

 	69410	8.88	213.1732753	23.81430703	30.62	6.31	0.96	

 	69414	7.05	213.18888983	-3.31930138	44.89	5.31	0.73	

 	69454	10.2	213.30206876	-56.74249371	85.02	9.85	1.5	

 	69485	10.15	213.37970418	-6.95931422	51.06	8.69	1.42	

 	69493	5.89	213.41945412	-0.84512445	17.94	2.16	0.49	

 	69518	7.17	213.46435706	46.32514444	26.22	4.26	0.53	

 	69526	8.03	213.48894486	30.21676092	57.78	6.84	1.06	

 	69536	5.53	213.52221581	12.95957667	30.06	2.92	0.54	

 	69564	6.36	213.58953291	-5.94792042	24.09	3.27	0.59	

 	69569	6.23	213.59818899	41.51901546	22.4	2.98	1.07	

 	69570	8.23	213.60381501	-48.14634043	27.62	5.44	0.67	

 	69592	6.38	213.67057143	21.87340987	16.95	2.53	0.19	

 	69595	8.57	213.67170105	16.01353119	28.11	5.81	0.84	

 	69671	6.31	213.9107487	-45.00042116	47.51	4.69	0.6	

 	69701	4.07	214.00368717	-5.99952622	46.74	2.42	0.51	

 	69709	7.78	214.02332914	50.16879193	22.15	4.51	0.61	

 	69713	4.75	214.04195627	51.36701398	33.54	2.38	0.24	

 	69732	4.18	214.09656821	46.08791894	33.58	1.81	0.09	

 	69735	6.38	214.10158657	39.74469367	20.72	2.96	0.38	

 	69738	8.07	214.10973673	58.08283253	16.13	4.11	0.59	

 	69793	7.0	214.26634421	54.54299818	18.35	3.32	0.75	

 	69796	7.29	214.27226467	-66.31551503	22.05	4.01	0.59	

 	69824	10.19	214.3514386	45.44452103	53.64	8.84	1.39	

 	69855	7.53	214.44070744	68.75195549	14.28	3.3	0.4	

 	69862	6.32	214.45504117	48.00209628	14.1	2.07	0.47	

 	69881	6.47	214.50237262	-7.54181672	30.47	3.89	0.72	

 	69896	4.89	214.55821047	-81.00760147	23.36	1.73	0.24	

 	69951	7.1	214.71826856	48.59256498	13.61	2.77	0.29	

 	69982	8.31	214.80008354	-60.82601127	24.66	5.27	0.79	

 	69989	5.41	214.81757038	13.00437724	38.33	3.33	0.39	

 	70016	7.58	214.89680883	-5.15089823	48.12	5.99	0.87	

 	70027	4.84	214.93883677	16.30680118	17.12	1.01	1.23	

 	70035	5.22	214.96543244	-61.27275714	20.69	1.8	0.28	

 	70103	7.33	215.17673558	-52.32578107	20.0	3.84	0.44	

 	70104	4.78	215.17729569	-45.1868814	21.95	1.49	0.31	

 	70142	8.9	215.28731121	37.40108632	23.65	5.77	0.88	

 	70170	9.03	215.34840032	-40.39378369	36.43	6.84	1.11	

 	70218	8.56	215.49016751	29.63036497	69.43	7.77	1.27	

 	70239	7.35	215.57123695	-69.0851622	17.19	3.53	0.46	

 	70252	7.4	215.62052386	60.96590392	23.48	4.25	0.61	

 	70253	8.22	215.62399701	55.86971227	24.37	5.15	0.65	

 	70310	6.22	215.77884593	25.33801798	28.0	3.46	0.41	

 	70319	6.25	215.81314273	1.2427295	56.82	5.02	0.64	

 	70356	6.72	215.92480204	40.84438531	15.26	2.64	0.59	

 	70400	5.1	216.04745973	5.82011481	21.56	1.77	0.12	

 	70459	7.26	216.19298028	-63.70621965	27.44	4.45	0.59	

 	70470	8.36	216.20442741	41.27561662	24.84	5.34	0.76	

 	70497	4.04	216.30008064	51.85171354	68.63	3.22	0.5	

 	70499	7.11	216.31561614	53.58513121	23.59	3.97	0.53	

 	70500	8.47	216.32216452	32.79133868	31.0	5.93	0.85	

 	70520	7.27	216.37515544	20.59157119	21.32	3.91	0.58	

 	70529	9.77	216.42904283	23.61979409	59.54	8.64	1.42	

 	70536	9.98	216.44227875	23.62319461	63.35	8.99	1.45	

 	70557	8.06	216.49347036	13.43357104	29.28	5.39	0.75	

 	70610	9.68	216.64925795	-81.45276725	27.57	6.88	1.02	

 	70616	7.2	216.67591015	5.93519729	17.53	3.42	1.04	

 	70618	7.22	216.67999855	78.4987184	16.27	3.28	0.45	

 	70656	10.0	216.77066655	-77.18284809	27.34	7.18	1.11	

 	70677	7.31	216.83947897	-14.83863299	21.29	3.95	0.49	

 	70685	6.64	216.86464754	41.02496446	13.07	2.22	0.37	

 	70692	4.25	216.88134383	75.69593921	9.46	-0.87	1.43	

 	70695	7.85	216.88858596	-51.93318344	26.28	4.95	0.68	

 	70714	6.65	216.93882698	-13.35929187	23.41	3.5	0.42	

 	70782	7.02	217.13021469	2.78870615	24.65	3.98	0.55	

 	70849	10.36	217.32751069	-46.46332289	41.71	8.46	1.43	

 	70865	10.67	217.37640041	15.52948103	70.06	9.9	1.47	

 	70873	6.36	217.40284392	41.79644804	42.43	4.5	0.7	

 	70890	11.01	217.44894751	-62.68135207	772.33	15.45	1.81	

 	70950	8.68	217.68884229	35.45326727	45.46	6.97	1.03	

 	70952	6.1	217.6929151	63.18576376	31.51	3.59	0.43	

 	70956	9.4	217.70194441	-8.64575059	60.53	8.31	1.4	

 	70975	11.92	217.75585171	-12.29512776	89.76	11.69	1.59	

 	71050	8.21	217.95383913	-64.28347838	22.86	5.01	0.64	

 	71053	3.57	217.95774098	30.37114497	21.92	0.27	1.3	

 	71075	3.04	218.01982421	38.30788348	38.29	0.96	0.19	

 	71115	5.91	218.13592482	22.25996072	19.44	2.35	0.39	

 	71181	7.24	218.37105398	52.90818846	74.5	6.6	1.0	

 	71190	8.83	218.3950318	9.33562445	30.35	6.24	0.92	

 	71243	6.32	218.54847412	32.53446287	23.72	3.2	0.45	

 	71251	6.46	218.56542001	57.06582344	34.46	4.15	0.53	

 	71284	4.47	218.66954381	29.74480735	64.66	3.52	0.36	

 	71311	9.54	218.74296112	33.74613569	49.11	8.0	1.28	

 	71395	7.48	219.00182978	9.74712521	60.35	6.38	0.97	

 	71425	8.32	219.08919838	57.56049552	15.92	4.33	0.57	

 	71466	6.59	219.23290205	42.83130025	16.94	2.73	0.51	

 	71481	8.29	219.27041701	-25.80223159	38.52	6.22	0.69	

 	71515	8.73	219.38800387	-16.54065148	24.14	5.64	0.95	

 	71530	6.03	219.44498594	-67.93132799	35.5	3.78	0.51	

 	71602	7.44	219.65644271	54.85324294	15.21	3.35	0.45	

 	71618	5.39	219.70950726	44.40454503	16.56	1.49	0.03	

 	71625	7.43	219.73323981	-35.60011003	19.57	3.89	0.46	

 	71629	6.53	219.74867439	-59.14078862	15.93	2.54	0.51	

 	71631	7.6	219.75165826	64.29168401	29.46	4.95	0.63	

 	71639	6.06	219.79589411	-46.58395597	27.76	3.28	0.51	

 	71658	6.37	219.85267655	-49.05501516	17.91	2.64	0.44	

 	71679	7.38	219.91558901	66.34681074	18.87	3.76	0.6	

 	71682	6.99	219.92053587	-26.72362903	25.06	3.98	0.47	

 	71718	7.88	220.04444435	57.71315429	19.8	4.36	0.51	

 	71726	7.7	220.07637929	30.44394473	17.98	3.97	0.64	

 	71735	7.39	220.1159968	-57.02878779	36.43	5.2	0.67	

 	71743	7.24	220.12989224	-16.20913162	42.43	5.38	0.71	

 	71755	7.82	220.1633807	-65.41838699	17.41	4.02	0.53	

 	71759	5.93	220.17650164	13.53436103	18.83	2.3	0.24	

 	71777	7.42	220.24260488	38.15028414	15.16	3.32	0.44	

 	71813	7.81	220.34328079	29.05925235	21.22	4.44	0.64	

 	71855	6.73	220.46744227	-75.13943205	49.15	5.19	0.71	

 	71861	6.21	220.48305391	-58.61573462	22.58	2.98	0.45	

 	71872	7.55	220.50290436	52.00530805	14.69	3.39	0.4	

 	71899	7.47	220.59653442	21.29316598	21.91	4.17	0.53	

 	71908	3.18	220.62785433	-64.97456957	60.97	2.11	0.26	

 	71957	3.87	220.76484284	-5.6574291	53.54	2.51	0.39	

 	71989	8.22	220.84328561	51.91781949	20.79	4.81	0.66	

 	72010	4.06	220.91451458	-35.17322549	15.89	0.07	1.36	

 	72043	7.52	221.04890709	18.46246786	23.87	4.41	0.64	

 	72044	9.89	221.04995691	22.18503524	37.91	7.78	1.25	

 	72048	6.99	221.05951017	-69.67389796	28.2	4.24	0.55	

 	72066	6.73	221.11735772	45.18601895	15.6	2.7	0.29	

 	72104	4.92	221.24664628	-35.19182069	15.76	0.91	0.01	

 	72119	8.4	221.29308925	-49.91532856	34.98	6.12	0.94	

 	72130	7.22	221.31989513	65.32989229	20.7	3.8	0.5	

 	72131	5.36	221.32186138	-62.87545275	21.75	2.05	0.31	

 	72146	7.87	221.35134201	13.84686352	51.2	6.42	0.93	

 	72200	7.98	221.51275206	27.51244732	37.93	5.87	0.87	

 	72220	3.73	221.56246594	1.8929383	25.35	0.75	-0.01	

 	72223	7.38	221.56806632	3.50420449	25.5	4.41	0.56	

 	72237	9.23	221.59728479	16.49893914	56.87	8.0	1.26	

 	72253	7.78	221.62554072	50.39784882	15.87	3.78	0.53	

 	72312	7.76	221.817788	2.70341682	50.84	6.29	0.89	

 	72336	7.46	221.8828511	19.05002956	20.56	4.03	0.51	

 	72339	8.04	221.88667704	-0.28113382	33.6	5.67	0.78	

 	72353	7.55	221.93091588	-27.69898212	19.67	4.02	0.54	

 	72387	9.73	222.00614567	38.46654972	41.26	7.81	1.31	

 	72420	7.03	222.12132039	-25.48743409	19.35	3.46	0.49	

 	72469	6.15	222.27887478	37.81091287	24.39	3.09	0.39	

 	72487	5.76	222.32781437	46.11639336	21.34	2.41	0.48	

 	72513	7.53	222.39616836	46.57488653	13.3	3.15	0.53	

 	72528	7.12	222.42916115	23.03235044	19.86	3.61	0.46	

 	72530	8.66	222.43844082	58.83012304	16.11	4.7	0.71	

 	72563	7.14	222.55686248	52.41415946	18.31	3.45	0.54	

 	72567	5.86	222.56549508	23.91176538	55.73	4.59	0.58	

 	72573	5.63	222.58178099	82.51248701	23.08	2.45	0.67	

 	72577	9.08	222.58883198	6.81509159	32.53	6.64	0.96	

 	72582	5.47	222.62417599	37.27181511	16.31	1.53	1.03	

 	72600	7.46	222.6583524	-32.46615765	22.09	4.18	0.51	

 	72604	7.5	222.6718799	22.90776407	26.79	4.64	0.64	

 	72607	2.07	222.67664751	74.15547596	25.79	-0.87	1.47	

 	72622	2.75	222.71990536	-16.04161047	42.25	0.88	0.15	

 	72673	7.16	222.88190611	-60.93106487	20.94	3.76	0.45	

 	72682	7.84	222.90917447	39.10331431	16.46	3.92	0.46	

 	72688	7.81	222.9211232	-24.30308356	58.96	6.66	1.04	

 	72703	8.36	222.97252408	2.01476841	25.68	5.41	0.65	

 	72772	6.3	223.13886782	-30.57715291	24.99	3.29	0.6	

 	72835	7.79	223.31572389	40.8166607	17.87	4.05	0.47	

 	72986	7.15	223.72878637	-41.36456081	22.23	3.88	0.51	

 	73005	7.77	223.79999963	53.67918367	41.83	5.88	0.79	

 	73036	5.18	223.89461516	-60.11389133	18.87	1.56	1.16	

 	73039	7.82	223.90712435	52.56730082	15.94	3.83	0.97	

 	73066	9.0	223.97952375	-27.12723683	35.39	6.74	1.0	

 	73095	5.38	224.07177099	-52.80956707	15.08	1.27	0.14	

 	73100	5.63	224.09558479	49.62899937	40.25	3.65	0.53	

 	73139	8.2	224.2028134	-20.48984875	24.71	5.16	0.75	

 	73165	4.47	224.29606996	-4.34608634	35.83	2.24	0.32	

 	73239	8.38	224.5286973	48.02901607	17.9	4.64	0.83	

 	73269	7.66	224.62745965	-28.70930607	20.41	4.21	0.55	

 	73302	8.8	224.70414945	37.23395997	22.96	5.6	0.79	

 	73309	6.08	224.72080247	-4.98899499	28.67	3.37	0.51	

 	73330	8.55	224.77497055	73.42572156	19.01	4.94	0.67	

 	73353	6.7	224.85407437	39.64481741	16.77	2.82	0.4	

 	73362	10.17	224.88316855	-44.09407201	39.27	8.14	1.32	

 	73365	8.64	224.88730089	45.4639324	30.48	6.06	0.9	

 	73369	5.64	224.90404577	39.26523166	19.83	2.13	0.34	

 	73383	6.59	224.93830658	-43.81102178	26.81	3.73	0.48	

 	73427	9.92	225.08135877	-24.45401387	33.65	7.55	1.25	

 	73449	7.26	225.14608525	8.60093793	25.94	4.33	0.69	

 	73457	9.49	225.18092714	-11.13396143	51.26	8.04	1.37	

 	73512	9.13	225.37463173	15.86946404	32.93	6.72	1.04	

 	73547	7.74	225.47203595	-47.00729487	36.84	5.57	0.72	

 	73555	3.49	225.48663804	40.39063671	14.91	-0.64	0.96	

 	73593	7.01	225.63825964	16.05475441	28.29	4.27	0.6	

 	73623	7.33	225.74499883	65.77858207	24.91	4.31	0.57	

 	73631	9.87	225.7659116	-46.29379766	40.22	7.89	1.19	

 	73650	7.77	225.82564771	-36.9236601	21.34	4.42	0.61	

 	73715	7.68	226.02632087	77.3718109	14.26	3.45	0.47	

 	73754	7.18	226.13772237	-28.30004743	29.47	4.53	0.57	

 	73765	7.49	226.18138145	38.60514499	21.31	4.13	0.5	

 	73773	9.46	226.19712447	64.81217396	17.81	5.71	0.81	

 	73776	5.16	226.20020549	-64.03137307	12.2	0.59	0.94	

 	73786	9.83	226.22450988	5.639331	52.11	8.41	1.3	

 	73841	5.59	226.35788174	48.15090031	12.55	1.08	-0.01	

 	73850	6.48	226.39124303	-30.55106819	31.4	3.96	0.49	

 	73869	8.4	226.45861033	64.04693708	22.59	5.17	0.68	

 	73909	5.24	226.5694546	54.55628697	12.53	0.73	0.96	

 	73927	6.13	226.61291084	-22.03170347	16.69	2.24	1.04	

 	73941	6.35	226.64663107	36.45596449	33.91	4.0	0.54	

 	73996	4.93	226.82477948	24.86959294	50.7	3.46	0.43	

 	74045	8.72	226.98577154	76.2003336	33.97	6.38	0.95	

 	74049	7.75	226.99102349	-45.57913355	24.27	4.68	0.73	

 	74067	8.0	227.052749	-7.91211503	28.29	5.26	0.6	

 	74092	7.84	227.12587332	72.36935966	21.16	4.47	0.6	

 	74097	8.03	227.14926787	70.14679427	14.44	3.83	0.53	

 	74118	8.28	227.21694544	19.03871605	26.65	5.41	0.85	

 	74135	8.87	227.2445409	37.31830887	24.58	5.82	0.8	

 	74148	9.32	227.26880802	24.0156483	29.57	6.67	1.07	

 	74183	7.41	227.37282994	24.67595019	17.84	3.67	0.47	

 	74190	11.46	227.39976594	3.1656499	68.99	10.65	1.51	

 	74234	9.44	227.55657102	-16.45431147	33.68	7.08	0.85	

 	74235	9.07	227.55706017	-16.37079353	34.14	6.74	0.77	

 	74240	7.38	227.57884384	-79.6127957	13.58	3.04	0.43	

 	74268	7.01	227.67333825	-43.72963072	32.96	4.6	0.62	

 	74271	7.6	227.68002354	-43.71666052	32.26	5.14	0.72	

 	74273	6.29	227.68737266	-61.4222927	41.41	4.38	0.62	

 	74286	7.26	227.72289624	29.22921962	16.92	3.4	0.46	

 	74296	5.88	227.78664063	-84.78782184	10.24	0.93	-0.03	

 	74381	7.27	227.99066043	36.75465983	19.03	3.67	0.84	

 	74389	7.76	228.04286252	-30.8860365	25.31	4.78	0.66	

 	74395	3.41	228.07167982	-52.09907465	28.06	0.65	0.92	

 	74396	8.58	228.07372891	39.65615618	32.76	6.16	0.86	

 	74500	6.47	228.37052116	-25.30916439	38.98	4.42	0.69	

 	74537	6.58	228.46514866	-1.35016449	57.8	5.39	0.76	

 	74555	9.84	228.5003075	-3.79836583	36.12	7.63	1.12	

 	74596	5.28	228.62168817	29.16422593	14.4	1.07	0.06	

 	74605	5.15	228.65834777	67.34767598	39.51	3.13	0.55	

 	74653	6.86	228.8139827	-70.51922374	37.16	4.71	0.74	

 	74666	3.46	228.87543241	33.31510222	27.94	0.69	0.96	

 	74674	7.8	228.90954478	33.32118941	27.61	5.01	0.62	

 	74689	5.62	228.9547494	0.37210753	20.2	2.15	0.18	

 	74690	6.47	228.96118036	50.93856795	16.52	2.56	0.85	

 	74696	5.96	228.97358944	-48.07364079	19.32	2.39	0.21	

 	74702	6.92	228.99609545	0.79669425	64.19	5.96	0.83	

 	74775	6.44	229.2294913	-46.20229188	18.75	2.81	0.51	

 	74782	6.86	229.24755116	-38.44758858	21.7	3.54	0.43	

 	74785	2.61	229.25196591	-9.38286694	20.38	-0.84	-0.07	

 	74818	6.67	229.3443841	74.04505944	10.41	1.76	1.03	

 	74821	7.84	229.36535241	22.29971697	20.86	4.44	0.58	

 	74824	4.07	229.3790009	-58.80087882	33.75	1.71	0.09	

 	74946	2.87	229.72787007	-68.67946723	17.85	-0.87	0.01	

 	74948	6.93	229.73143435	-1.5924433	19.13	3.34	0.55	

 	74954	7.99	229.74756561	25.69201214	29.75	5.36	0.74	

 	74975	5.04	229.82741626	1.76665611	40.46	3.08	0.54	

 	74976	7.39	229.82820545	61.37499637	15.49	3.34	0.59	

 	74995	10.57	229.86477439	-7.72203834	159.52	11.58	1.6	

 	75024	8.8	229.95409632	52.28732249	18.31	5.11	0.68	

 	75038	7.53	230.00011285	-8.66121818	22.28	4.27	0.55	

 	75039	6.9	230.00973385	40.98373083	24.81	3.87	0.51	

 	75043	5.65	230.02142169	51.95848756	15.32	1.58	0.12	

 	75093	6.14	230.17352678	44.43462734	18.6	2.49	0.37	

 	75101	6.34	230.196555	-2.412917	27.08	3.5	1.06	

 	75104	6.9	230.20916798	31.47977003	22.71	3.68	0.53	

 	75122	6.77	230.26943098	-47.76031521	22.47	3.53	0.44	

 	75178	5.38	230.45253799	32.93366086	13.2	0.98	-0.05	

 	75181	5.65	230.45655596	-48.31695913	68.7	4.83	0.64	

 	75201	9.46	230.51780911	-4.77742313	52.95	8.08	1.31	

 	75206	4.99	230.53497528	-47.92746963	29.27	2.32	0.52	

 	75253	7.97	230.65303771	-10.66063131	45.83	6.28	0.97	

 	75266	8.28	230.67816257	1.41951111	39.35	6.25	0.99	

 	75277	7.16	230.69573224	18.91877181	49.67	5.64	0.8	

